# sesion=19
# calib: refT1_pitch=75.61 refT1_roll=1.97 refT12_pitch=90.00 refT12_roll=4.47 refRPSIS_pitch=90.00 refRPSIS_roll=-4.99
sesion,t_ms,t1_pitch,t1_roll,t12_pitch,t12_roll,rpsis_pitch,rpsis_roll,mala_T12,mala_T1,vibro_T12,vibro_T1
19,403,-1.03,0.28,0.00,-0.11,0.00,0.11,0,0,0,0
19,930,0.87,0.83,0.00,0.20,0.00,-0.04,0,0,0,0
19,1430,0.06,0.36,0.00,0.15,0.00,0.11,0,0,0,0
19,1930,0.34,-0.43,0.00,1.28,0.00,0.01,0,0,0,0
19,2430,0.06,0.44,0.00,-0.57,0.00,-0.34,0,0,0,0
19,2930,-1.70,-0.91,0.00,-0.83,0.00,0.01,0,0,0,0
19,3430,0.34,0.18,0.00,-0.28,0.00,-0.32,0,0,0,0
19,3930,-0.98,-0.11,0.00,-0.06,0.00,0.15,0,0,0,0
19,4430,-1.03,0.14,0.00,-0.04,0.00,-0.03,0,0,0,0
19,4930,-1.90,-0.03,0.00,-0.63,0.00,0.38,0,0,0,0
19,5430,-1.35,-0.14,0.00,-1.60,0.00,-0.63,0,0,0,0
19,5930,1.99,0.71,6.95,-1.35,-6.95,-1.87,0,0,0,0
19,6430,12.24,1.36,18.08,-2.10,-18.08,-0.87,0,0,0,0
19,6930,-13.49,-2.30,-11.62,-1.17,0.00,-1.04,1,1,0,0
19,7430,3.49,3.27,13.32,-2.67,-13.32,-3.13,0,0,0,0
19,7930,5.25,0.89,16.17,-2.20,-16.17,-3.45,0,0,0,0
19,8430,1.64,5.64,13.85,-0.17,-13.85,-3.58,0,0,0,0
19,8930,-3.21,5.37,4.41,-0.43,-4.41,-5.64,0,0,0,0
19,9430,-9.45,0.63,12.57,-4.27,-12.57,-7.65,0,0,0,0
19,9930,-4.11,0.46,9.83,-1.06,-9.83,-0.72,0,0,0,0
19,10430,-3.10,3.12,10.69,-0.99,-10.69,-4.26,0,0,0,0
19,10930,-1.34,3.82,20.49,-1.12,-20.49,-4.12,0,0,0,0
19,11430,-1.58,2.42,19.21,-1.16,-19.21,-5.89,0,0,0,0
19,11930,1.42,4.11,13.91,-1.41,-13.91,-4.43,0,0,0,0
19,12430,8.04,2.68,8.70,-1.01,-8.70,-2.24,0,0,0,0
19,12930,3.49,8.33,11.08,1.03,-14.65,-4.47,0,0,0,0
19,13430,-6.07,2.49,0.00,-1.75,0.00,0.14,0,0,0,0
19,13930,5.56,5.15,19.38,-1.73,-19.38,-1.56,0,0,0,0
19,14430,-1.40,1.93,14.81,0.50,-14.81,-3.52,0,0,0,0
19,14930,5.73,2.54,13.79,-0.19,-13.79,-3.35,0,0,0,0
19,15430,6.53,3.74,0.00,-1.31,0.00,-3.07,0,0,0,0
19,15930,-16.54,1.81,0.00,-2.23,0.00,-3.28,0,1,0,0
19,16430,-11.60,0.36,3.38,-1.70,-3.38,-1.34,0,1,0,0
19,16930,-7.04,2.79,8.70,-0.36,-8.70,-1.19,0,0,0,0
19,17430,-5.10,2.48,9.99,-1.68,-9.99,-2.39,0,0,0,0
19,17930,-7.40,4.31,9.50,-1.63,-9.50,-2.05,0,0,0,0
19,18430,-7.85,2.58,9.15,-1.65,-9.15,-3.17,0,0,0,0
19,18930,-7.29,3.18,9.41,-1.60,-9.41,-3.82,0,0,0,0
19,19430,-5.08,3.56,11.21,-0.77,-11.21,-3.25,0,0,0,0
19,19930,-5.49,3.45,12.31,-1.45,-12.31,-3.04,0,0,0,0
19,20430,-7.44,3.18,10.46,-0.97,-10.46,-2.48,0,0,0,0
19,20930,-5.73,2.56,10.23,-0.86,-10.23,-2.62,0,0,0,0
19,21430,-8.22,2.34,8.70,-0.82,-8.70,-2.42,0,0,0,0
19,21930,-6.18,3.97,11.91,-0.71,-11.91,-3.24,0,0,0,0
19,22430,-6.27,1.84,9.75,-1.64,-9.75,-2.77,0,0,0,0
19,22930,-9.12,2.97,9.91,-1.84,-9.91,-3.07,0,0,0,0
19,23430,-9.30,3.41,7.62,-0.79,-7.62,-1.80,0,0,0,0
19,23930,-14.56,3.04,3.14,-1.89,-3.14,-2.27,0,1,0,0
19,24430,-13.76,-0.62,12.24,-1.84,-12.24,-1.43,0,1,0,0
19,24930,-16.13,-2.48,3.14,-1.76,-3.14,-1.94,0,1,0,0
19,25430,-20.92,2.36,0.00,-1.82,0.00,-2.29,0,1,0,0
19,25930,-21.71,1.91,0.00,-1.53,0.00,-2.19,0,1,0,0
19,26430,-18.54,1.17,3.38,-2.69,-3.38,-3.44,0,1,0,0
19,26930,-21.63,1.85,0.46,-2.34,-0.46,-2.73,0,1,0,0
19,27430,-21.88,2.44,0.00,-2.37,0.00,-2.63,0,1,0,0
19,27930,-19.55,0.97,1.85,-2.65,-1.85,-3.38,0,1,0,0
19,28430,-21.35,1.83,0.00,-1.95,0.00,-2.50,0,1,0,0
19,28930,-17.92,1.61,3.38,-2.55,-3.38,-2.86,0,1,0,0
19,29430,-21.61,2.43,0.00,-1.23,0.00,-2.98,0,1,0,0
19,29930,-17.56,1.47,4.23,-2.18,-4.23,-3.03,0,1,0,0
19,30430,-16.19,1.68,5.82,-2.55,-5.82,-2.72,0,1,0,0
19,30930,-15.85,1.57,6.48,-2.43,-6.48,-2.96,0,1,0,0
19,31430,-18.16,1.78,3.38,-2.03,-3.38,-2.50,0,1,0,0
19,31930,-19.41,1.22,0.00,-1.43,0.00,-2.27,0,1,0,0
19,32430,-21.61,1.16,0.00,-2.41,0.00,-2.46,0,1,0,0
19,32930,-21.78,0.86,0.00,-2.50,0.00,-2.84,0,1,0,0
19,33430,-16.84,1.14,5.09,-2.14,-5.09,-2.82,0,1,0,0
19,33930,-15.95,0.98,6.09,-2.24,-6.09,-2.98,0,1,0,0
19,34430,-15.45,0.81,6.09,-2.93,-6.09,-2.69,0,1,0,0
19,34930,-21.42,1.82,0.00,-2.48,0.00,-2.55,0,1,0,0
19,35430,-22.06,1.58,0.00,-1.77,0.00,-2.49,0,1,0,0
19,35930,-14.32,1.13,9.06,-2.74,-9.06,-3.13,0,1,0,0
19,36430,-16.36,3.37,7.62,-1.74,-7.62,-2.50,0,1,0,0
19,36930,-19.16,-0.89,0.00,-2.49,0.00,-2.80,0,1,0,0
