# sesion=7
# calib: refT1_pitch=71.86 refT1_roll=3.71 refT12_pitch=90.00 refT12_roll=2.86 refRPSIS_pitch=90.00 refRPSIS_roll=-3.29
sesion,t_ms,t1_pitch,t1_roll,t12_pitch,t12_roll,rpsis_pitch,rpsis_roll,mala_T12,mala_T1,vibro_T12,vibro_T1
7,403,-0.62,0.17,0.00,-0.77,0.00,0.00,0,0,0,0
7,993,-1.01,0.03,0.00,-0.32,0.00,-0.08,0,0,0,0
7,1493,-0.62,-0.06,0.00,-0.63,0.00,0.13,0,0,0,0
7,1993,-2.41,-0.13,0.00,-0.87,0.00,0.28,0,0,0,0
7,2493,-5.43,-0.38,0.00,-1.47,0.00,0.18,0,0,0,0
7,2993,-15.47,-0.91,0.00,1.57,0.00,0.48,0,1,0,0
7,3493,-11.99,0.27,0.00,1.47,0.00,0.08,0,1,0,0
7,3993,-12.68,-0.43,0.00,1.78,0.00,-0.07,0,1,0,0
7,4493,-13.04,-1.23,0.00,-0.13,0.00,-0.13,0,1,0,0
7,4993,-16.59,-1.90,0.00,0.42,0.00,0.15,0,1,0,0
7,5493,-19.48,3.44,0.00,4.98,0.00,0.01,0,1,0,0
7,5993,-22.62,-0.28,0.00,0.42,0.00,-0.24,0,1,0,0
7,6493,-22.73,-1.26,0.00,-0.34,0.00,-0.24,0,1,0,0
7,6993,-22.13,-0.31,0.00,0.46,0.00,-0.10,0,1,0,0
7,7493,-21.63,-0.74,0.00,0.43,0.00,0.06,0,1,0,0
7,7993,-22.43,-0.85,0.00,0.38,0.00,0.07,0,1,0,0
7,8493,-22.69,-0.14,0.00,2.19,0.00,-0.13,0,1,0,0
7,8993,-23.51,-0.21,0.00,0.94,0.00,-0.22,0,1,0,0
7,9493,-23.13,-0.66,0.00,0.34,0.00,-0.10,0,1,0,0
7,9993,-22.58,-0.17,0.00,0.76,0.00,-0.18,0,1,0,0
7,10493,-21.95,-0.32,0.00,0.59,0.00,-0.07,0,1,0,0
7,10993,-22.73,-0.22,0.00,0.71,0.00,0.03,0,1,0,0
7,11493,-23.13,-0.43,0.00,0.18,0.00,0.10,0,1,0,0
7,11993,-22.92,-0.87,0.00,-0.22,0.00,-0.06,0,1,0,0
7,12493,-22.75,-0.35,0.00,0.42,0.00,-0.31,0,1,0,0
7,12993,-22.90,-0.73,0.00,0.01,0.00,-0.10,0,1,0,0
7,13493,-22.86,-0.32,0.00,0.53,0.00,-0.17,0,1,0,0
7,13993,-22.90,-0.25,0.00,0.76,0.00,0.06,0,1,0,0
7,14493,-23.09,0.03,0.00,0.94,0.00,-0.03,0,1,0,0
7,14993,-23.41,0.25,0.00,0.53,0.00,-0.13,0,1,0,0
7,15493,-22.82,-0.60,0.00,-0.17,0.00,-0.21,0,1,0,0
7,15993,-22.43,-0.59,0.00,-0.01,0.00,-0.21,0,1,0,0
7,16493,-25.82,-1.08,0.00,0.22,0.00,-0.11,0,1,0,0
7,16993,-22.37,-0.34,0.00,0.06,0.00,-0.18,0,1,0,0
7,17493,-13.01,0.50,0.00,0.15,0.00,0.06,0,1,0,0
7,17993,-13.01,-0.95,0.00,-0.94,0.00,0.01,0,1,0,0
7,18493,-14.00,0.45,0.00,1.35,0.00,-0.08,0,1,0,0
7,18993,-12.27,0.11,0.00,1.01,0.00,-0.11,0,1,0,0
7,19493,-11.38,-0.50,0.00,0.49,0.00,0.15,0,1,0,0
7,19993,-6.01,2.64,0.00,4.12,0.00,0.07,0,0,0,0
7,20493,2.09,1.26,0.00,1.96,0.00,0.06,0,0,0,0
7,20993,-1.18,0.25,0.00,0.35,0.00,-0.15,0,0,0,0
7,21493,-2.01,1.63,0.00,1.36,0.00,-0.11,0,0,0,0
7,21993,-3.80,1.82,0.00,1.78,0.00,-0.21,0,0,0,0
7,22493,-1.68,1.63,0.00,1.26,0.00,0.11,0,0,0,0
7,22993,-3.50,1.75,0.00,1.79,0.00,-0.20,0,0,0,0
7,23493,-2.29,1.15,0.00,2.06,0.00,0.08,0,0,0,0
7,23993,-4.86,0.45,0.00,2.96,0.00,0.13,0,0,0,0
7,24493,-6.75,1.67,0.00,2.82,0.00,0.04,0,0,0,0
7,24993,-5.50,0.63,0.00,1.78,0.00,0.10,0,0,0,0
7,25493,-10.31,1.42,0.00,1.67,0.00,0.04,0,0,0,0
7,25993,-8.86,0.36,0.00,1.54,0.00,0.21,0,0,0,0
7,26493,-8.93,0.70,0.00,1.92,0.00,-0.07,0,0,0,0
7,26993,-9.20,0.81,0.00,2.30,0.00,-0.32,0,0,0,0
7,27493,-10.31,0.29,0.00,1.67,0.00,0.14,0,0,0,0
7,27993,-9.29,0.46,0.00,2.16,0.00,0.03,0,0,0,0
7,28493,-9.71,0.11,0.00,1.99,0.00,0.17,0,0,0,0
7,28993,-9.41,0.38,0.00,1.86,0.00,0.10,0,0,0,0
7,29493,-9.05,0.65,0.00,2.09,0.00,0.15,0,0,0,0
7,29993,-9.86,0.45,0.00,1.81,0.00,-0.04,0,0,0,0
7,30493,-10.10,0.84,0.00,2.30,0.00,-0.15,0,0,0,0
7,30993,-10.19,0.77,0.00,2.24,0.00,-0.07,0,0,0,0
7,31493,-10.19,0.56,0.00,1.68,0.00,0.13,0,0,0,0
7,31993,-10.45,1.01,0.00,2.03,0.00,-0.22,0,0,0,0
7,32493,-9.59,0.94,0.00,1.89,0.00,-0.06,0,0,0,0
7,32993,-10.22,0.67,0.00,1.71,0.00,0.07,0,0,0,0
7,33493,-10.63,0.63,0.00,1.61,0.00,0.06,0,0,0,0
7,33993,-10.92,0.22,0.00,1.82,0.00,-0.25,0,0,0,0
7,34493,-17.75,0.62,0.00,2.47,0.00,0.03,0,1,0,0
7,34993,-16.04,-0.17,0.00,2.22,0.00,0.06,0,1,0,0
7,35493,-16.69,0.22,0.00,1.79,0.00,-0.21,0,1,0,0
7,35993,-15.06,0.10,0.00,1.47,0.00,-0.04,0,1,0,0
7,36493,-15.64,0.29,0.00,2.13,0.00,0.00,0,1,0,0
7,36993,-15.74,0.06,0.00,1.85,0.00,-0.07,0,1,0,0
7,37493,-15.36,0.15,0.00,1.51,0.00,0.06,0,1,0,0
7,37993,-15.03,0.20,0.00,1.67,0.00,-0.15,0,1,0,0
7,38493,-14.85,-0.13,0.00,1.37,0.00,0.04,0,1,0,0
7,38993,-16.19,-0.18,0.00,1.40,0.00,-0.01,0,1,0,0
7,39493,-15.52,-0.07,0.00,1.26,0.00,-0.01,0,1,0,0
7,39993,-16.34,-0.01,0.00,1.16,0.00,0.08,0,1,0,0
7,40493,-15.69,-0.17,0.00,1.23,0.00,0.03,0,1,0,0
7,40993,-14.96,-0.22,0.00,1.32,0.00,-0.07,0,1,0,0
7,41493,-14.88,0.08,0.00,1.23,0.00,0.00,0,1,0,0
7,41993,-14.80,0.31,0.00,1.46,0.00,0.07,0,1,0,0
7,42493,-15.52,-0.62,0.00,0.85,0.00,0.24,0,1,0,0
7,42993,-14.73,-0.42,0.00,0.85,0.00,-0.04,0,1,0,0
7,43493,-14.36,-0.76,0.00,0.66,0.00,0.17,0,1,0,0
7,43993,-14.85,-0.25,0.00,0.97,0.00,0.00,0,1,0,0
7,44493,-14.93,-0.84,0.00,1.37,0.00,-0.07,0,1,0,0
7,44993,-15.06,-1.46,0.00,0.78,0.00,0.00,0,1,0,0
7,45493,-15.39,-0.21,0.00,1.79,0.00,0.10,0,1,0,0
7,45993,-15.67,-0.29,0.00,1.23,0.00,0.11,0,1,0,0
7,46493,-15.44,-0.22,0.00,1.15,0.00,-0.04,0,1,0,0
7,46993,-14.60,-1.32,0.00,0.88,0.00,-0.07,0,1,0,0
7,47493,-14.98,-0.14,0.00,1.08,0.00,-0.18,0,1,0,0
7,47993,-15.67,-0.38,0.00,0.24,0.00,0.00,0,1,0,0
7,48493,-19.34,-3.02,0.00,0.43,0.00,0.07,0,1,0,0
7,48993,-17.87,-2.48,0.00,2.20,0.00,0.52,0,1,0,0
7,49493,-22.00,-0.39,2.57,2.08,-2.57,0.18,0,1,0,0
7,49993,-21.50,-1.74,0.00,0.15,0.00,0.01,0,1,0,0
7,50493,-23.37,-1.93,0.00,0.25,0.00,-0.25,0,1,0,0
