# sesion=9
# calib: refT1_pitch=71.95 refT1_roll=1.51 refT12_pitch=90.00 refT12_roll=7.62 refRPSIS_pitch=90.00 refRPSIS_roll=-1.57
sesion,t_ms,t1_pitch,t1_roll,t12_pitch,t12_roll,rpsis_pitch,rpsis_roll,mala_T12,mala_T1,vibro_T12,vibro_T1
9,403,-0.93,0.01,0.00,-0.07,0.00,-0.20,0,0,0,0
9,1001,-0.53,0.22,0.00,-0.07,0.00,-0.14,0,0,0,0
9,1501,3.13,-2.80,10.46,-0.18,-10.46,0.10,0,0,0,0
9,2001,0.34,2.24,8.23,0.54,-8.23,-1.83,0,0,0,0
9,2501,-15.51,-1.27,0.00,-1.12,0.00,1.40,0,1,0,0
9,3001,-4.37,-4.20,-1.74,-3.19,-12.50,1.04,0,0,0,0
9,3501,-8.19,-3.88,-4.69,-2.64,-11.42,1.39,1,0,0,0
9,4001,-6.57,-3.53,0.08,-2.87,-11.97,1.18,0,0,0,0
9,4501,-9.26,-4.14,-1.66,-3.79,-12.70,2.21,0,0,0,0
9,5001,-9.55,-4.60,-0.65,-3.38,-11.84,1.86,0,0,0,0
9,5501,-11.68,-4.10,-0.22,-3.75,-10.23,2.06,0,1,0,0
9,6001,-8.82,-5.68,-0.16,-3.57,-13.62,2.69,0,0,0,0
9,6501,-10.05,-3.93,0.01,-3.62,-11.84,1.39,0,0,0,0
9,7001,-11.19,-4.21,-2.22,-4.34,-10.46,1.79,0,0,0,0
9,7501,-11.51,-4.31,-1.19,-4.03,-10.07,1.75,0,1,0,0
9,8001,-4.21,-1.40,3.31,-2.28,-12.44,1.01,0,0,0,0
9,8501,-6.45,-5.23,2.99,-3.26,-12.88,1.90,0,0,0,0
9,9001,-6.60,-3.09,3.85,-2.87,-13.50,0.67,0,0,0,0
9,9501,-6.12,-2.31,8.64,-3.37,-12.82,1.75,0,0,0,0
9,10001,-13.25,-4.17,3.80,-4.66,-13.62,1.57,0,1,0,0
9,10501,-10.87,-4.48,14.08,-3.30,-14.08,1.25,0,0,0,0
9,11001,-2.98,-4.66,1.70,-5.15,-17.25,1.01,0,0,0,0
9,11501,-3.44,-0.03,10.39,-1.76,-10.39,0.14,0,0,0,0
9,12001,-5.43,-2.69,0.75,-3.02,-10.23,1.30,0,0,0,0
9,12501,2.22,-3.30,-3.97,-4.27,-11.63,2.21,0,0,0,0
9,13001,-5.13,-2.53,-6.07,-3.90,-4.76,1.36,1,0,0,0
9,13501,7.71,-5.89,5.52,-6.16,-24.68,2.97,0,0,0,0
9,14001,2.26,-0.15,11.97,-3.05,-11.97,-0.53,0,0,0,0
9,14501,-6.63,-2.98,-0.95,-4.05,-11.28,0.22,0,0,0,0
9,15001,-4.91,-3.34,-1.93,-3.74,-13.19,1.29,0,0,0,0
9,15501,-5.45,-3.33,-0.74,-3.47,-11.42,1.05,0,0,0,0
9,16001,-9.46,-3.41,0.72,-3.65,-7.29,1.30,0,0,0,0
9,16501,-8.85,-3.96,-1.26,-3.23,-10.07,1.79,0,0,0,0
9,17001,-7.89,-3.27,1.45,-3.25,-10.31,0.97,0,0,0,0
9,17501,-9.22,-3.25,-0.56,-3.34,-9.50,0.88,0,0,0,0
9,18001,-8.55,-3.81,-1.67,-3.96,-10.69,1.37,0,0,0,0
9,18501,-8.91,-4.18,0.10,-3.85,-10.15,1.27,0,0,0,0
9,19001,-8.39,-4.42,-0.15,-3.88,-9.83,1.54,0,0,0,0
9,19501,-7.05,-1.47,0.84,-2.48,-12.11,-0.49,0,0,0,0
9,20001,-10.08,-5.33,-1.92,-2.78,-8.61,0.52,0,0,0,0
9,20501,-5.10,-4.87,-0.98,-5.46,-16.77,0.34,0,0,0,0
9,21001,-7.96,-4.41,2.11,-3.97,-12.63,-0.39,0,0,0,0
9,21501,-5.45,-0.37,-7.36,-1.04,-9.50,3.79,1,0,0,0
9,22001,2.77,-3.15,1.60,-2.12,-11.97,0.73,0,0,0,0
9,22501,-2.85,-4.83,-3.40,-4.11,-12.04,1.50,0,0,0,0
9,23001,-4.05,-3.75,-6.31,-3.72,-8.97,1.58,1,0,0,0
9,23501,-7.32,-4.42,-6.35,-3.86,-6.95,1.93,1,0,0,0
9,24001,-7.15,-4.63,-5.42,-3.78,-7.82,1.61,1,0,0,0
9,24501,-8.33,-4.36,-5.94,-3.55,-8.42,1.19,1,0,0,0
9,25001,-6.13,-4.45,-4.38,-4.21,-9.58,1.69,0,0,0,0
9,25501,-9.21,-4.55,-5.36,-4.16,-7.07,1.54,1,0,0,0
9,26001,-9.04,-4.41,-3.92,-3.69,-9.33,1.72,0,0,0,0
9,26501,-8.53,-4.74,-4.75,-4.14,-8.97,1.55,1,0,0,0
9,27001,-5.77,-5.11,-2.53,-3.83,-10.46,1.69,0,0,0,0
9,27501,-5.33,-5.60,0.70,-4.95,-13.32,2.22,0,0,0,0
9,28001,-6.65,-5.54,-1.99,-4.00,-9.83,1.97,0,0,0,0
9,28501,-8.11,-4.83,-3.49,-3.89,-8.13,1.66,0,0,0,0
9,29001,-5.09,-4.85,-2.09,-4.21,-12.44,1.72,0,0,0,0
9,29501,-8.55,-4.42,-3.96,-4.56,-8.97,1.44,0,0,0,0
9,30001,-8.37,-4.60,-3.85,-3.97,-8.70,1.65,0,0,0,0
9,30501,-8.21,-4.85,-4.46,-4.30,-8.03,1.85,0,0,0,0
9,31001,-8.76,-5.81,-3.83,-4.03,-9.41,1.55,0,0,0,0
9,31501,-8.21,-5.15,-1.57,-4.37,-8.88,1.76,0,0,0,0
9,32001,-9.61,-5.25,-5.89,-4.35,-7.29,1.71,1,0,0,0
9,32501,-11.60,-4.50,-6.40,-3.58,-6.09,1.48,1,1,0,0
9,33001,-7.75,-4.36,-3.47,-4.04,-9.15,1.55,0,0,0,0
9,33501,-8.47,-5.01,-3.42,-4.14,-9.58,1.52,0,0,0,0
9,34001,-7.56,-4.91,-5.45,-4.66,-9.99,1.61,1,0,0,0
9,34501,-8.18,-4.35,-3.83,-3.81,-8.79,1.36,0,0,0,0
9,35001,-7.97,-3.48,-1.47,-3.81,-9.58,1.18,0,0,0,0
9,35501,-6.82,-3.61,-2.26,-4.04,-11.28,1.48,0,0,0,0
9,36001,-8.63,-4.57,-3.71,-4.18,-8.51,1.57,0,0,0,0
9,36501,-7.41,-4.14,-2.92,-4.48,-9.83,1.15,0,0,0,0
9,37001,0.12,-3.50,-0.05,-4.30,-12.57,1.54,0,0,0,0
9,37501,-5.10,-4.57,-5.00,-4.17,-10.07,1.52,1,0,0,0
9,38001,-7.52,-4.31,-1.68,-4.31,-11.56,1.52,0,0,0,0
9,38501,-2.57,-3.99,-5.29,-4.37,-4.93,1.86,1,0,0,0
9,39001,-17.72,-5.33,-1.75,-3.65,0.00,0.56,0,1,0,0
9,39501,-5.14,-2.28,-1.71,-5.21,-10.84,1.51,0,0,0,0
9,40001,-13.17,-6.52,-6.79,-5.09,-5.82,3.06,1,1,0,0
9,40501,-7.53,-5.22,-1.85,-4.89,-13.01,1.99,0,0,0,0
9,41001,-9.09,-4.60,-2.88,-4.47,-10.84,1.33,0,0,0,0
9,41501,-9.42,-4.60,-3.14,-4.84,-10.99,1.61,0,0,0,0
9,42001,-9.20,-4.92,-4.29,-4.90,-10.23,1.62,0,0,0,0
9,42501,-9.72,-4.18,-2.63,-4.49,-9.66,1.34,0,0,0,0
9,43001,-8.86,-4.59,-5.16,-4.54,-10.39,1.71,1,0,0,0
9,43501,-10.16,-3.88,-3.86,-4.38,-9.75,1.51,0,0,0,0
9,44001,-5.92,-4.50,-2.24,-4.70,-12.88,1.50,0,0,0,0
9,44501,-5.87,-4.53,-0.42,-4.90,-12.88,1.59,0,0,0,0
9,45001,-8.30,-4.10,-4.00,-4.40,-10.69,1.55,0,0,0,0
9,45501,-8.22,-4.38,-3.19,-4.86,-11.28,1.45,0,0,0,0
9,46001,-7.34,-4.49,-3.85,-4.73,-11.06,1.41,0,0,0,0
9,46501,-7.90,-6.02,-2.38,-5.91,-11.28,0.77,0,0,0,0
9,47001,-7.99,-3.23,-4.49,-4.63,-9.58,1.36,0,0,0,0
9,47501,-6.96,-2.84,-2.99,-5.12,-11.42,1.75,0,0,0,0
9,48001,-7.93,-3.32,-1.23,-7.27,-11.06,1.61,0,0,0,0
9,48501,-7.46,-3.23,-2.42,-4.70,-11.06,1.34,0,0,0,0
9,49001,-9.30,-1.99,-1.98,-5.10,-12.44,1.41,0,0,0,0
9,49501,-9.48,-3.13,-1.76,-4.91,-11.91,1.99,0,0,0,0
9,50001,-9.49,-3.20,-2.88,-4.71,-9.41,1.11,0,0,0,0
9,50501,-7.96,-3.34,-3.34,-5.26,-11.84,1.80,0,0,0,0
9,51001,-8.74,-3.68,-2.85,-6.68,-9.83,1.82,0,0,0,0
9,51501,-7.01,-2.74,-1.97,-3.98,-13.74,0.92,0,0,0,0
9,52001,-8.17,-4.74,-2.71,-5.31,-12.31,2.35,0,0,0,0
9,52501,-8.81,-3.92,-1.21,-4.83,-10.62,1.44,0,0,0,0
9,53001,-11.01,-5.28,-3.23,-4.99,-10.31,0.83,0,0,0,0
9,53501,-7.15,-4.62,-1.23,-5.48,-12.44,1.48,0,0,0,0
9,54001,-5.84,-3.05,-1.46,-2.87,-11.91,2.08,0,0,0,0
9,54501,-8.67,-6.11,0.24,-3.76,-10.92,2.46,0,0,0,0
9,55001,-4.67,-4.41,-0.66,-3.38,-11.56,2.67,0,0,0,0
9,55501,-8.28,-5.79,-4.21,-3.94,-11.49,2.67,0,0,0,0
9,56001,-11.20,-4.43,-5.52,-4.31,-8.32,1.51,1,1,0,0
9,56501,-5.70,-3.32,1.92,-4.57,-11.97,0.91,0,0,0,0
9,57001,-9.85,-3.54,-2.02,-3.20,-8.88,1.92,0,0,0,0
9,57501,-9.09,-4.34,-3.14,-4.34,-9.41,2.41,0,0,0,0
9,58001,-7.00,-4.60,-1.22,-3.65,-13.85,2.27,0,0,0,0
9,58501,-6.46,-3.48,-0.46,-3.34,-15.30,1.79,0,0,0,0
9,59001,-9.19,-4.90,-0.22,-4.52,-13.97,2.90,0,0,0,0
9,59501,-13.87,-4.43,-4.14,-3.54,-7.82,2.20,0,1,0,0
9,60001,-7.38,-4.70,-0.58,-4.51,-17.57,0.57,0,0,0,0
9,60501,-13.07,-6.31,0.00,-1.75,0.00,1.05,0,1,0,0
9,61001,-20.25,-3.76,0.00,-6.04,0.00,1.34,0,1,0,0
9,61501,-5.09,-3.18,6.11,-1.79,-14.98,0.46,0,0,0,0
9,62001,-1.08,-3.86,3.22,-3.92,-12.70,1.45,0,0,0,0
9,62501,-4.68,-1.30,5.11,-3.23,-19.63,0.99,0,0,0,0
9,63001,-2.84,-3.95,9.04,-3.70,-17.34,2.14,0,0,0,0
