# sesion=16
# calib: refT1_pitch=63.65 refT1_roll=2.25 refT12_pitch=90.00 refT12_roll=1.00 refRPSIS_pitch=90.00 refRPSIS_roll=-0.91
sesion,t_ms,t1_pitch,t1_roll,t12_pitch,t12_roll,rpsis_pitch,rpsis_roll,mala_T12,mala_T1,vibro_T12,vibro_T1
16,403,1.03,0.41,0.00,0.11,0.00,-0.06,0,0,0,0
16,998,0.00,0.28,0.00,0.06,0.00,0.04,0,0,0,0
16,1498,-1.08,0.15,0.00,-0.15,0.00,0.07,0,0,0,0
16,1998,-0.59,0.60,0.00,-0.35,0.00,-0.36,0,0,0,0
16,2498,0.29,1.65,0.00,0.63,0.00,-0.42,0,0,0,0
16,2998,-2.91,2.96,0.00,2.23,0.00,1.08,0,0,0,0
16,3498,1.96,4.54,0.00,3.83,0.00,1.30,0,0,0,0
16,3998,3.97,-2.97,0.00,-0.91,0.00,-0.70,0,0,0,0
16,4498,2.09,0.72,0.00,1.88,0.00,1.05,0,0,0,0
16,4998,1.82,1.02,0.00,1.72,0.00,0.41,0,0,0,0
16,5498,-2.82,-1.29,0.00,0.77,0.00,0.49,0,0,0,0
16,5998,-3.08,-1.78,0.00,0.57,0.00,0.49,0,0,0,0
16,6498,-0.65,-1.26,0.00,0.67,0.00,-0.15,0,0,0,0
16,6998,-1.44,-0.69,0.00,1.61,0.00,0.42,0,0,0,0
16,7498,-3.17,-1.09,0.00,1.32,0.00,0.80,0,0,0,0
16,7998,0.22,0.21,0.00,1.88,0.00,0.35,0,0,0,0
16,8498,0.16,-0.41,0.00,2.31,0.00,0.06,0,0,0,0
16,8998,-1.98,3.09,0.00,3.08,0.00,0.99,0,0,0,0
16,9498,4.34,-1.48,0.00,0.84,0.00,0.69,0,0,0,0
16,9998,3.17,-1.30,0.00,0.98,0.00,1.16,0,0,0,0
16,10498,0.73,-0.27,0.00,2.52,0.00,0.97,0,0,0,0
16,10998,-0.99,-1.48,0.00,1.02,0.00,0.94,0,0,0,0
16,11498,-1.83,-1.86,0.00,0.41,0.00,0.80,0,0,0,0
16,11998,-3.87,-1.82,0.00,0.62,0.00,0.62,0,0,0,0
16,12498,-3.34,-1.33,0.00,0.21,0.00,0.66,0,0,0,0
16,12998,-3.34,-1.92,0.00,0.21,0.00,0.62,0,0,0,0
16,13498,-3.73,-1.40,0.00,0.42,0.00,0.56,0,0,0,0
16,13998,-3.05,-1.46,0.00,0.11,0.00,0.81,0,0,0,0
16,14498,-4.50,-1.72,0.00,0.28,0.00,0.60,0,0,0,0
16,14998,-1.98,-1.71,0.00,0.28,0.00,0.67,0,0,0,0
16,15498,-3.08,-1.65,0.00,0.41,0.00,0.53,0,0,0,0
16,15998,-5.79,-0.52,0.00,0.60,0.00,0.99,0,0,0,0
16,16498,-9.03,-3.04,-13.42,-0.91,0.00,0.52,1,0,0,0
16,16998,-3.84,-4.66,0.00,-2.35,0.00,0.66,0,0,0,0
