# sesion=14
# calib: refT1_pitch=64.13 refT1_roll=2.98 refT12_pitch=90.00 refT12_roll=2.83 refRPSIS_pitch=90.00 refRPSIS_roll=-4.28
sesion,t_ms,t1_pitch,t1_roll,t12_pitch,t12_roll,rpsis_pitch,rpsis_roll,mala_T12,mala_T1,vibro_T12,vibro_T1
14,403,0.58,0.65,0.00,0.24,0.00,-0.41,0,0,0,0
14,961,0.29,0.59,0.00,0.10,0.00,-0.41,0,0,0,0
14,1461,0.39,-0.28,0.00,-0.56,0.00,0.01,0,0,0,0
14,1961,0.49,0.27,0.00,0.08,0.00,-0.13,0,0,0,0
14,2461,3.03,0.13,2.87,-0.14,-2.87,0.03,0,0,0,0
14,2961,1.41,0.57,0.00,0.20,0.00,-0.20,0,0,0,0
14,3461,0.85,0.03,0.00,0.14,0.00,-0.21,0,0,0,0
14,3961,1.21,-1.90,0.00,-1.41,0.00,-0.01,0,0,0,0
14,4461,-2.34,-0.78,0.00,-0.83,0.00,-0.15,0,0,0,0
14,4961,7.10,0.93,5.82,-1.03,-5.82,-0.52,0,0,0,0
14,5461,4.70,-8.50,0.00,0.11,0.00,-0.10,0,0,0,0
14,5961,2.80,-2.08,0.00,-1.60,0.00,-0.24,0,0,0,0
14,6461,-9.24,-0.83,0.00,-1.46,0.00,0.15,0,0,0,0
14,6961,-6.11,-1.82,0.00,-1.86,0.00,0.27,0,0,0,0
14,7461,-1.45,-2.88,-0.21,-3.40,-2.87,0.83,0,0,0,0
14,7961,-6.32,-1.19,-7.90,-0.99,0.00,-0.04,1,0,0,0
14,8461,-4.54,-2.14,0.00,-1.64,0.00,0.73,0,0,0,0
14,8961,-6.16,0.24,0.00,-0.17,0.00,-0.42,0,0,0,0
14,9461,-6.89,-0.28,0.00,-0.42,0.00,-0.04,0,0,0,0
14,9961,-4.46,-1.19,0.00,-1.02,0.00,0.22,0,0,0,0
14,10461,-5.28,-0.83,0.00,-1.86,0.00,-0.13,0,0,0,0
14,10961,-5.79,-0.95,0.00,-1.11,0.00,0.29,0,0,0,0
14,11461,-6.50,-1.21,0.00,-0.99,0.00,0.56,0,0,0,0
14,11961,-5.95,-1.53,0.00,-1.58,0.00,0.63,0,0,0,0
14,12461,-5.65,-0.70,0.00,-0.97,0.00,0.22,0,0,0,0
14,12961,-5.20,-0.92,0.00,-0.81,0.00,0.50,0,0,0,0
14,13461,-5.76,-0.92,0.00,-1.39,0.00,0.50,0,0,0,0
14,13961,-5.38,-1.33,0.00,-1.60,0.00,0.28,0,0,0,0
14,14461,-6.53,-1.01,0.00,-1.19,0.00,0.42,0,0,0,0
14,14961,-6.08,-1.33,0.00,-1.01,0.00,0.62,0,0,0,0
14,15461,-6.76,-1.06,0.00,-1.11,0.00,0.25,0,0,0,0
